origin_location_code,destination_location_code,departure_date,adults,currency,total,base,validatingAirlineCodes,distance,duration,duration_in_traffic
TLV,IST,2022-11-01,1,EUR,103.21,39.00,PC,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,145.53,62.00,PC,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,161.79,75.00,TK,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,174.81,104.00,A3,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,210.37,105.00,AF,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,236.79,150.00,TK,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,241.79,155.00,TK,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,255.81,185.00,A3,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,313.37,208.00,AF,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,374.82,279.00,AF,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,437.25,271.00,EK,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,451.27,214.00,MS,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,451.76,214.00,MS,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,452.26,214.00,MS,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,504.33,408.00,LH,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,510.77,408.00,LH,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,520.43,408.00,LH,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,527.74,355.00,AT,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,572.47,346.00,MS,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,593.82,438.00,FZ,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,643.77,373.00,ET,1843656,74560,73476
TLV,IST,2022-11-01,1,EUR,1332.06,1205.00,LO,1843656,74560,73476
TLV,AMS,2022-11-01,1,EUR,129.61,17.00,AZ,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,135.42,19.00,PC,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,172.75,139.00,LY,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,179.31,58.00,TP,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,181.37,140.00,UX,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,182.06,58.00,TP,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,208.20,160.00,UX,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,215.51,148.00,A3,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,224.06,137.00,LO,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,252.04,155.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,253.82,108.00,TK,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,258.82,113.00,TK,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,267.54,162.00,VS,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,282.75,229.00,LY,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,298.54,193.00,VS,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,320.20,272.00,IB,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,332.20,253.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,367.37,326.00,IB,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,378.04,281.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,390.04,293.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,409.24,313.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,466.27,229.00,MS,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,479.24,383.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,482.25,316.00,EK,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,489.74,317.00,AT,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,520.86,434.00,LX,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,523.77,434.00,OS,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,529.49,434.00,LH,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,531.24,435.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,536.77,434.00,LH,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,712.75,664.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,776.79,673.00,LY,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,784.07,673.00,LY,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,832.23,715.00,VS,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1015.87,947.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1055.16,990.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1154.07,1073.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1218.79,1153.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1314.79,1249.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1315.59,1249.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1456.07,1353.00,LY,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1634.06,1547.00,AF,4539595,170777,Null
TLV,AMS,2022-11-01,1,EUR,1680.60,1600.00,AF,4539595,170777,Null
TLV,FRA,2022-11-01,1,EUR,129.61,17.00,AZ,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,131.35,34.00,PC,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,150.42,34.00,PC,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,152.60,74.00,LO,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,156.52,3.00,9U,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,166.51,99.00,A3,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,177.37,136.00,UX,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,179.31,58.00,TP,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,182.06,58.00,TP,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,186.75,153.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,195.51,128.00,A3,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,207.20,159.00,UX,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,233.07,91.00,AZ,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,236.06,159.00,LO,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,236.74,155.00,SN,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,247.51,139.00,A3,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,251.75,91.00,AZ,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,261.82,116.00,TK,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,266.82,121.00,TK,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,300.06,202.00,LO,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,303.74,206.00,SN,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,343.82,198.00,TK,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,373.96,278.00,AF,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,389.82,244.00,TK,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,392.66,279.00,AF,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,394.82,249.00,TK,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,442.86,330.00,AF,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,453.25,287.00,EK,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,453.39,295.00,EY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,455.47,229.00,MS,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,466.27,229.00,MS,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,487.74,315.00,AT,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,541.74,402.00,SN,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,551.45,481.00,LH,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,567.86,481.00,LX,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,570.77,481.00,OS,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,572.37,531.00,IB,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,576.49,481.00,LH,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,578.07,480.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,579.20,531.00,IB,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,583.79,480.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,623.16,528.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,716.77,446.00,ET,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,930.79,827.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,984.38,890.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,1018.37,953.00,AF,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,1040.79,932.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,1215.52,1121.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,1790.41,1687.00,LY,4099074,156388,Null
TLV,FRA,2022-11-01,1,EUR,1790.93,1687.00,LY,4099074,156388,Null
TLV,DME,2022-11-01,1,EUR,176.76,51.00,PC,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,210.99,51.00,PC,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,225.56,51.00,PC,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,259.09,216.00,LY,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,389.08,207.00,AT,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,408.20,312.00,LX,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,424.11,312.00,LH,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,439.20,312.00,LH,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,446.59,271.00,EK,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,477.11,365.00,LH,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,500.10,253.00,MS,3710699,166402,Null
TLV,DME,2022-11-01,1,EUR,632.50,528.00,LY,3710699,166402,Null
TLV,SAW,2022-11-01,1,EUR,103.21,39.00,PC,1775886,72341,71203
TLV,SAW,2022-11-01,1,EUR,145.53,62.00,PC,1775886,72341,71203
TLV,SAW,2022-11-01,1,EUR,161.79,75.00,TK,1775886,72341,71203
TLV,SAW,2022-11-01,1,EUR,437.25,271.00,EK,1775886,72341,71203
TLV,SAW,2022-11-01,1,EUR,593.82,438.00,FZ,1775886,72341,71203
TLV,CDG,2022-11-01,1,EUR,160.61,48.00,AZ,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,179.75,146.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,203.29,72.00,AZ,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,221.06,134.00,LO,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,223.61,111.00,AZ,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,227.76,79.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,232.76,84.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,241.75,208.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,242.20,163.00,AF,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,253.76,105.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,258.76,110.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,263.07,121.00,AZ,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,272.82,177.00,AF,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,275.75,242.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,277.80,161.00,SN,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,283.76,135.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,329.82,234.00,AF,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,370.20,291.00,AF,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,371.76,223.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,400.82,305.00,AF,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,436.76,288.00,TK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,467.75,229.00,MS,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,472.74,300.00,AT,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,496.54,391.00,VS,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,503.25,337.00,EK,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,523.77,434.00,OS,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,529.49,434.00,LH,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,536.77,434.00,LH,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,572.37,531.00,IB,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,618.44,522.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,633.07,522.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,662.51,595.00,A3,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,705.16,610.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,708.07,610.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,713.79,610.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,724.54,619.00,VS,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,757.86,671.00,LX,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,773.77,671.00,LH,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1080.37,1015.00,AF,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1121.37,1015.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1236.07,1125.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1343.41,1229.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1348.77,1108.00,ET,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1362.16,1256.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1402.75,1313.00,LY,4532142,171268,Null
TLV,CDG,2022-11-01,1,EUR,1855.06,1727.00,LO,4532142,171268,Null
TLV,MAD,2022-11-01,1,EUR,143.42,27.00,PC,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,164.82,135.00,UX,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,170.74,89.00,SN,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,171.61,59.00,AZ,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,181.80,89.00,SN,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,194.51,127.00,A3,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,207.75,174.00,LY,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,211.61,99.00,AZ,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,215.31,94.00,TP,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,218.06,94.00,TP,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,259.06,172.00,LO,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,278.82,183.00,AF,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,292.90,211.00,VY,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,297.55,137.00,TK,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,302.55,142.00,TK,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,304.24,208.00,AF,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,316.82,287.00,IB,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,333.90,252.00,IB,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,348.90,267.00,IB,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,363.75,330.00,IB,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,368.74,196.00,AT,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,398.07,256.00,AZ,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,406.24,310.00,AF,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,466.27,229.00,MS,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,489.83,444.00,IB,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,491.25,325.00,EK,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,493.82,464.00,LY,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,514.86,428.00,LX,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,521.24,425.00,AF,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,523.49,428.00,LH,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,530.77,428.00,LH,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,534.10,428.00,OS,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,571.83,477.00,AF,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,577.83,532.00,LY,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,1343.45,1253.00,AF,5329680,198422,Null
TLV,MAD,2022-11-01,1,EUR,1445.97,1251.00,AF,5329680,198422,Null
TLV,LED,2022-11-01,1,EUR,197.52,67.00,PC,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,392.52,331.00,LY,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,400.52,339.00,LY,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,405.52,356.00,LY,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,412.96,312.00,LX,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,428.87,312.00,LH,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,443.96,312.00,LH,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,467.61,366.00,LY,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,473.35,293.00,EK,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,510.17,385.00,LY,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,534.02,352.00,EK,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,534.58,352.00,EK,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,535.67,362.00,TK,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,540.67,367.00,TK,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,1446.17,1321.00,LY,4450977,192409,Null
TLV,LED,2022-11-01,1,EUR,2200.24,2074.00,OS,4450977,192409,Null
TLV,LHR,2022-11-01,1,EUR,129.61,17.00,AZ,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,148.29,17.00,AZ,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,173.29,42.00,AZ,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,186.60,57.00,TP,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,195.81,125.00,A3,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,230.81,160.00,A3,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,246.74,165.00,SN,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,250.08,179.00,VS,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,257.80,165.00,SN,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,260.74,171.00,SN,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,261.45,163.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,277.06,200.00,LO,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,279.75,246.00,LY,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,285.84,189.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,306.75,253.00,LY,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,316.82,221.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,316.84,220.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,349.82,254.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,367.37,326.00,IB,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,375.92,236.00,TK,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,380.92,241.00,TK,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,387.82,292.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,405.66,292.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,438.82,343.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,438.84,342.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,466.27,229.00,MS,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,479.74,307.00,AT,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,493.25,327.00,EK,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,579.86,493.00,LX,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,581.25,415.00,EK,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,582.77,493.00,OS,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,584.37,543.00,IB,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,589.33,493.00,LH,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,595.77,493.00,LH,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,644.25,478.00,EK,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,874.37,809.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,1044.39,937.00,LY,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,1141.39,1034.00,LY,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,1336.57,1191.00,AF,4890586,186761,Null
TLV,LHR,2022-11-01,1,EUR,1535.74,1381.00,SN,4890586,186761,Null
TLV,ATH,2022-11-01,1,EUR,71.82,32.00,A3,2921454,114644,Null
TLV,ATH,2022-11-01,1,EUR,135.61,23.00,AZ,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,150.42,34.00,PC,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,160.61,48.00,AZ,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,227.99,92.00,TK,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,232.99,97.00,TK,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,234.24,138.00,AF,2921454,114644,Null
TLV,ATH,2022-11-01,1,EUR,278.82,183.00,AF,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,304.24,208.00,AF,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,322.66,209.00,AF,2921454,114644,Null
TLV,ATH,2022-11-01,1,EUR,328.54,205.00,HR,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,335.74,230.00,SN,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,353.86,241.00,AF,2921454,114644,Null
TLV,ATH,2022-11-01,1,EUR,354.66,241.00,AF,2921454,114644,Null
TLV,ATH,2022-11-01,1,EUR,434.25,268.00,EK,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,440.47,214.00,MS,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,451.27,214.00,MS,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,494.86,408.00,LX,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,497.77,408.00,OS,2921454,114644,Null
TLV,ATH,2022-11-01,1,EUR,503.49,408.00,LH,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,510.77,408.00,LH,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,523.14,408.00,LH,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,533.20,485.00,IB,2921454,114644,116360
TLV,ATH,2022-11-01,1,EUR,1078.37,1013.00,AF,2921454,114644,116360
TLV,ORY,2022-11-01,1,EUR,145.42,29.00,PC,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,179.29,48.00,AZ,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,179.65,29.00,PC,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,181.31,60.00,TP,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,184.06,60.00,TP,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,197.37,156.00,UX,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,203.29,72.00,AZ,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,204.20,156.00,UX,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,224.20,176.00,UX,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,281.75,121.00,AZ,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,283.80,203.00,VY,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,472.74,300.00,AT,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,529.49,434.00,LH,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,536.37,434.00,LH,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,549.14,434.00,LH,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,572.37,531.00,IB,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,579.20,531.00,IB,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,618.44,522.00,LY,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,621.14,506.00,LH,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,625.79,522.00,LY,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,655.30,610.00,LY,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,801.37,760.00,LY,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,1516.08,1410.00,AF,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,2089.18,1660.00,DL,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,5781.34,5589.00,AF,4549373,172090,Null
TLV,ORY,2022-11-01,1,EUR,5820.04,5589.00,AF,4549373,172090,Null
TLV,BCN,2022-11-01,1,EUR,145.42,29.00,PC,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,160.51,93.00,A3,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,169.74,88.00,SN,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,177.61,65.00,AZ,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,178.82,149.00,VY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,179.65,29.00,PC,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,180.80,88.00,SN,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,187.82,158.00,IB,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,215.31,94.00,TP,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,218.06,94.00,TP,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,234.24,138.00,AF,4756410,179267,Null
